AAA,progname,nmon
AAA,command,/usr/local/bin/nmon -f -t -F /var/log/nmon/kc1prdb01_20161114_nmon.csv 
AAA,version,14i
AAA,disks_per_line,150
DISKXFER,Disk transfers per second kc1prdb01,xvda,xvda1,xvda2,xvda3,xvdc,xvdc1,xvdb,xvdb1,xvdd,xvdd1,xvde,xvde1,xvdf,xvdf1,xvdg,xvdg1,xvdh,xvdh1,xvdi,xvdi1,xvdj,xvdj1,xvdk,xvdk1,xvdl,xvdl1,xvdm,xvdm1,xvdn,xvdn1,xvdo,xvdo1,xvdp,xvdp1,xvdq,xvdq1,xvdr,xvdr1,xvdv,xvdv1,xvdw,xvdw1,xvdx,xvdx1,xvdy,xvdy1,xvdz,xvdz1,xvdaa,xvdaa1,xvdab,xvdab1,xvdac,xvdac1,xvdad,xvdad1,xvdae,xvdae1,xvdaf,xvdaf1,xvdag,xvdag1,xvdak,xvdak1,xvdam,xvdam1,xvdan,xvdan1,xvdao,xvdao1,xvdap,xvdap1,xvdaq,xvdaq1,xvdar,xvdar1,xvdas,xvdas1,xvdat,xvdat1,xvdau,xvdau1,xvdav,xvdav1,xvdaw,xvdaw1,xvdax,xvdax1,xvday,xvday1,xvdaz,xvdaz1,xvdba,xvdba1,xvdbb,xvdbb1,xvdbc,xvdbc1,xvdbd,xvdbd1,xvdbe,xvdbe1,xvdbf,xvdbf1,xvdbg,dm-0,dm-1,dm-2,dm-3,dm-4,dm-5,dm-6,dm-7,dm-8,dm-9,dm-10,dm-11,dm-12,dm-13,dm-14,dm-15,dm-16,dm-17,dm-18,dm-19,dm-20,dm-21,dm-22,dm-23,dm-24,dm-25,dm-26,dm-27,dm-28,dm-29
DISKBSIZE,Disk Block Size kc1prdb01,xvda,xvda1,xvda2,xvda3,xvdc,xvdc1,xvdb,xvdb1,xvdd,xvdd1,xvde,xvde1,xvdf,xvdf1,xvdg,xvdg1,xvdh,xvdh1,xvdi,xvdi1,xvdj,xvdj1,xvdk,xvdk1,xvdl,xvdl1,xvdm,xvdm1,xvdn,xvdn1,xvdo,xvdo1,xvdp,xvdp1,xvdq,xvdq1,xvdr,xvdr1,xvdv,xvdv1,xvdw,xvdw1,xvdx,xvdx1,xvdy,xvdy1,xvdz,xvdz1,xvdaa,xvdaa1,xvdab,xvdab1,xvdac,xvdac1,xvdad,xvdad1,xvdae,xvdae1,xvdaf,xvdaf1,xvdag,xvdag1,xvdak,xvdak1,xvdam,xvdam1,xvdan,xvdan1,xvdao,xvdao1,xvdap,xvdap1,xvdaq,xvdaq1,xvdar,xvdar1,xvdas,xvdas1,xvdat,xvdat1,xvdau,xvdau1,xvdav,xvdav1,xvdaw,xvdaw1,xvdax,xvdax1,xvday,xvday1,xvdaz,xvdaz1,xvdba,xvdba1,xvdbb,xvdbb1,xvdbc,xvdbc1,xvdbd,xvdbd1,xvdbe,xvdbe1,xvdbf,xvdbf1,xvdbg,dm-0,dm-1,dm-2,dm-3,dm-4,dm-5,dm-6,dm-7,dm-8,dm-9,dm-10,dm-11,dm-12,dm-13,dm-14,dm-15,dm-16,dm-17,dm-18,dm-19,dm-20,dm-21,dm-22,dm-23,dm-24,dm-25,dm-26,dm-27,dm-28,dm-29
JFSFILE,JFS Filespace %Used kc1prdb01,/,/boot,/home,/tmp,/var,/opt/commvault,/var/log/commvault,/u01,/kec1temp,/kec1fra,/kec1data01,/kec1data02,/kec1data03,/kec1data04,/kec1data05,/kec1data06,/kec1data07,/kec1data08,/kec1data09,/kec1data10,/kec1data11,/kec1data12,/kec1data13,/kec1idx01,/kec1idx02,/kec1idx03,/kec1idx04,/kec1idx05,/kec1bkup,/kec1dump
BBBP,000,/etc/release
BBBP,001,/etc/release,"LSB_VERSION=base-4.0-amd64:base-4.0-noarch:core-4.0-amd64:core-4.0-noarch:graphics-4.0-amd64:graphics-4.0-noarch:printing-4.0-amd64:printing-4.0-noarch"
BBBP,002,/etc/release,"Oracle Linux Server release 6.5"
BBBP,003,/etc/release,"Red Hat Enterprise Linux Server release 6.5 (Santiago)"
BBBP,004,/etc/release,"Oracle Linux Server release 6.5"
BBBP,005,lsb_release
BBBP,006,lsb_release,"LSB Version:	:base-4.0-amd64:base-4.0-noarch:core-4.0-amd64:core-4.0-noarch:graphics-4.0-amd64:graphics-4.0-noarch:printing-4.0-amd64:printing-4.0-noarch"
BBBP,007,lsb_release,"Distributor ID:	OracleServer"
BBBP,008,lsb_release,"Description:	Oracle Linux Server release 6.5"
BBBP,009,lsb_release,"Release:	6.5"
BBBP,010,lsb_release,"Codename:	n/a"
BBBP,011,fdisk-l
BBBP,012,fdisk-l,""
BBBP,013,fdisk-l,"Disk /dev/xvda: 64.4 GB, 64424509440 bytes"
BBBP,014,fdisk-l,"255 heads, 63 sectors/track, 7832 cylinders"
BBBP,015,fdisk-l,"Units = cylinders of 16065 * 512 = 8225280 bytes"
BBBP,016,fdisk-l,"Sector size (logical/physical): 512 bytes / 512 bytes"
BBBP,017,fdisk-l,"I/O size (minimum/optimal): 512 bytes / 512 bytes"
BBBP,018,fdisk-l,"Disk identifier: 0x00070004"
BBBP,019,fdisk-l,""
BBBP,020,fdisk-l,"    Device Boot      Start         End      Blocks   Id  System"
BBBP,021,fdisk-l,"ddev/xvda1   *           1          26      204800   83  Linux"
BBBP,022,fdisk-l,"Partition 1 does not end on cylinder boundary."
BBBP,023,fdisk-l,"ddev/xvda2              26        6528    52222976   8e  Linux LVM"
BBBP,024,fdisk-l,"ddev/xvda3            6528        7833    10485760   8e  Linux LVM"
BBBP,025,fdisk-l,""
BBBP,026,fdisk-l,"Disk /dev/xvdc: 107.4 GB, 107374510080 bytes"
BBBP,027,fdisk-l,"53 heads, 54 sectors/track, 73275 cylinders"
BBBP,028,fdisk-l,"Units = cylinders of 2862 * 512 = 1465344 bytes"
BBBP,029,fdisk-l,"Sector size (logical/physical): 512 bytes / 512 bytes"
BBBP,030,fdisk-l,"I/O size (minimum/optimal): 512 bytes / 512 bytes"
BBBP,031,fdisk-l,"Disk identifier: 0x0002d053"
BBBP,032,fdisk-l,""
BBBP,033,fdisk-l,"    Device Boot      Start         End      Blocks   Id  System"
BBBP,034,fdisk-l,"ddev/xvdc1   *           1       73276   104856896   8e  Linux LVM"
BBBP,035,fdisk-l,""
BBBP,036,fdisk-l,"Disk /dev/xvdb: 107.4 GB, 107374510080 bytes"
BBBP,037,fdisk-l,"53 heads, 54 sectors/track, 73275 cylinders"
BBBP,038,fdisk-l,"Units = cylinders of 2862 * 512 = 1465344 bytes"
BBBP,039,fdisk-l,"Sector size (logical/physical): 512 bytes / 512 bytes"
BBBP,040,fdisk-l,"I/O size (minimum/optimal): 512 bytes / 512 bytes"
BBBP,041,fdisk-l,"Disk identifier: 0x000c8099"
BBBP,042,fdisk-l,""
BBBP,043,fdisk-l,"    Device Boot      Start         End      Blocks   Id  System"
BBBP,044,fdisk-l,"ddev/xvdb1   *           1       73276   104856896   8e  Linux LVM"
BBBP,045,fdisk-l,""
BBBP,046,fdisk-l,"Disk /dev/xvdd: 107.4 GB, 107374510080 bytes"
BBBP,047,fdisk-l,"53 heads, 54 sectors/track, 73275 cylinders"
BBBP,048,fdisk-l,"Units = cylinders of 2862 * 512 = 1465344 bytes"
BBBP,049,fdisk-l,"Sector size (logical/physical): 512 bytes / 512 bytes"
BBBP,050,fdisk-l,"I/O size (minimum/optimal): 512 bytes / 512 bytes"
BBBP,051,fdisk-l,"Disk identifier: 0x000288fe"
BBBP,052,fdisk-l,""
BBBP,053,fdisk-l,"    Device Boot      Start         End      Blocks   Id  System"
BBBP,054,fdisk-l,"ddev/xvdd1   *           1       73276   104856896   8e  Linux LVM"
BBBP,055,fdisk-l,""
BBBP,056,fdisk-l,"Disk /dev/xvde: 107.4 GB, 107374510080 bytes"
BBBP,057,fdisk-l,"53 heads, 54 sectors/track, 73275 cylinders"
BBBP,058,fdisk-l,"Units = cylinders of 2862 * 512 = 1465344 bytes"
BBBP,059,fdisk-l,"Sector size (logical/physical): 512 bytes / 512 bytes"
BBBP,060,fdisk-l,"I/O size (minimum/optimal): 512 bytes / 512 bytes"
BBBP,061,fdisk-l,"Disk identifier: 0x000b27c4"
BBBP,062,fdisk-l,""
BBBP,063,fdisk-l,"    Device Boot      Start         End      Blocks   Id  System"
BBBP,064,fdisk-l,"ddev/xvde1   *           1       73276   104856896   8e  Linux LVM"
BBBP,065,fdisk-l,""
BBBP,066,fdisk-l,"Disk /dev/xvdf: 107.4 GB, 107374510080 bytes"
BBBP,067,fdisk-l,"53 heads, 54 sectors/track, 73275 cylinders"
BBBP,068,fdisk-l,"Units = cylinders of 2862 * 512 = 1465344 bytes"
BBBP,069,fdisk-l,"Sector size (logical/physical): 512 bytes / 512 bytes"
BBBP,070,fdisk-l,"I/O size (minimum/optimal): 512 bytes / 512 bytes"
BBBP,071,fdisk-l,"Disk identifier: 0x00097be1"
BBBP,072,fdisk-l,""
BBBP,073,fdisk-l,"    Device Boot      Start         End      Blocks   Id  System"
BBBP,074,fdisk-l,"ddev/xvdf1   *           1       73276   104856896   8e  Linux LVM"
BBBP,075,fdisk-l,""
BBBP,076,fdisk-l,"Disk /dev/xvdg: 107.4 GB, 107374510080 bytes"
BBBP,077,fdisk-l,"53 heads, 54 sectors/track, 73275 cylinders"
BBBP,078,fdisk-l,"Units = cylinders of 2862 * 512 = 1465344 bytes"
BBBP,079,fdisk-l,"Sector size (logical/physical): 512 bytes / 512 bytes"
BBBP,080,fdisk-l,"I/O size (minimum/optimal): 512 bytes / 512 bytes"
BBBP,081,fdisk-l,"Disk identifier: 0x0009f531"
BBBP,082,fdisk-l,""
BBBP,083,fdisk-l,"    Device Boot      Start         End      Blocks   Id  System"
BBBP,084,fdisk-l,"ddev/xvdg1   *           1       73276   104856896   8e  Linux LVM"
BBBP,085,fdisk-l,""
BBBP,086,fdisk-l,"Disk /dev/xvdh: 107.4 GB, 107374510080 bytes"
BBBP,087,fdisk-l,"53 heads, 54 sectors/track, 73275 cylinders"
BBBP,088,fdisk-l,"Units = cylinders of 2862 * 512 = 1465344 bytes"
BBBP,089,fdisk-l,"Sector size (logical/physical): 512 bytes / 512 bytes"
BBBP,090,fdisk-l,"I/O size (minimum/optimal): 512 bytes / 512 bytes"
BBBP,091,fdisk-l,"Disk identifier: 0x0008abf1"
BBBP,092,fdisk-l,""
BBBP,093,fdisk-l,"    Device Boot      Start         End      Blocks   Id  System"
BBBP,094,fdisk-l,"ddev/xvdh1   *           1       73276   104856896   8e  Linux LVM"
BBBP,095,fdisk-l,""
BBBP,096,fdisk-l,"Disk /dev/xvdi: 107.4 GB, 107374510080 bytes"
BBBP,097,fdisk-l,"53 heads, 54 sectors/track, 73275 cylinders"
BBBP,098,fdisk-l,"Units = cylinders of 2862 * 512 = 1465344 bytes"
BBBP,099,fdisk-l,"Sector size (logical/physical): 512 bytes / 512 bytes"
BBBP,100,fdisk-l,"I/O size (minimum/optimal): 512 bytes / 512 bytes"
BBBP,101,fdisk-l,"Disk identifier: 0x0009180f"
BBBP,102,fdisk-l,""
BBBP,103,fdisk-l,"    Device Boot      Start         End      Blocks   Id  System"
BBBP,104,fdisk-l,"ddev/xvdi1   *           1       73276   104856896   8e  Linux LVM"
BBBP,105,fdisk-l,""
BBBP,106,fdisk-l,"Disk /dev/xvdj: 107.4 GB, 107374510080 bytes"
BBBP,107,fdisk-l,"53 heads, 54 sectors/track, 73275 cylinders"
BBBP,108,fdisk-l,"Units = cylinders of 2862 * 512 = 1465344 bytes"
BBBP,109,fdisk-l,"Sector size (logical/physical): 512 bytes / 512 bytes"
BBBP,110,fdisk-l,"I/O size (minimum/optimal): 512 bytes / 512 bytes"
BBBP,111,fdisk-l,"Disk identifier: 0x0007fb62"
BBBP,112,fdisk-l,""
BBBP,113,fdisk-l,"    Device Boot      Start         End      Blocks   Id  System"
BBBP,114,fdisk-l,"ddev/xvdj1   *           1       73276   104856896   8e  Linux LVM"
BBBP,115,fdisk-l,""
BBBP,116,fdisk-l,"Disk /dev/xvdk: 107.4 GB, 107374510080 bytes"
BBBP,117,fdisk-l,"53 heads, 54 sectors/track, 73275 cylinders"
BBBP,118,fdisk-l,"Units = cylinders of 2862 * 512 = 1465344 bytes"
BBBP,119,fdisk-l,"Sector size (logical/physical): 512 bytes / 512 bytes"
BBBP,120,fdisk-l,"I/O size (minimum/optimal): 512 bytes / 512 bytes"
BBBP,121,fdisk-l,"Disk identifier: 0x000865c0"
BBBP,122,fdisk-l,""
BBBP,123,fdisk-l,"    Device Boot      Start         End      Blocks   Id  System"
BBBP,124,fdisk-l,"ddev/xvdk1   *           1       73276   104856896   8e  Linux LVM"
BBBP,125,fdisk-l,""
BBBP,126,fdisk-l,"Disk /dev/xvdl: 107.4 GB, 107374510080 bytes"
BBBP,127,fdisk-l,"53 heads, 54 sectors/track, 73275 cylinders"
BBBP,128,fdisk-l,"Units = cylinders of 2862 * 512 = 1465344 bytes"
BBBP,129,fdisk-l,"Sector size (logical/physical): 512 bytes / 512 bytes"
BBBP,130,fdisk-l,"I/O size (minimum/optimal): 512 bytes / 512 bytes"
BBBP,131,fdisk-l,"Disk identifier: 0x000752cd"
BBBP,132,fdisk-l,""
BBBP,133,fdisk-l,"    Device Boot      Start         End      Blocks   Id  System"
BBBP,134,fdisk-l,"ddev/xvdl1   *           1       73276   104856896   8e  Linux LVM"
BBBP,135,fdisk-l,""
BBBP,136,fdisk-l,"Disk /dev/xvdm: 107.4 GB, 107374510080 bytes"
BBBP,137,fdisk-l,"53 heads, 54 sectors/track, 73275 cylinders"
BBBP,138,fdisk-l,"Units = cylinders of 2862 * 512 = 1465344 bytes"
BBBP,139,fdisk-l,"Sector size (logical/physical): 512 bytes / 512 bytes"
BBBP,140,fdisk-l,"I/O size (minimum/optimal): 512 bytes / 512 bytes"
BBBP,141,fdisk-l,"Disk identifier: 0x0007b91e"
BBBP,142,fdisk-l,""
BBBP,143,fdisk-l,"    Device Boot      Start         End      Blocks   Id  System"
BBBP,144,fdisk-l,"ddev/xvdm1   *           1       73276   104856896   8e  Linux LVM"
BBBP,145,fdisk-l,""
BBBP,146,fdisk-l,"Disk /dev/xvdn: 107.4 GB, 107374510080 bytes"
BBBP,147,fdisk-l,"53 heads, 54 sectors/track, 73275 cylinders"
BBBP,148,fdisk-l,"Units = cylinders of 2862 * 512 = 1465344 bytes"
BBBP,149,fdisk-l,"Sector size (logical/physical): 512 bytes / 512 bytes"
BBBP,150,fdisk-l,"I/O size (minimum/optimal): 512 bytes / 512 bytes"
BBBP,151,fdisk-l,"Disk identifier: 0x0006885e"
BBBP,152,fdisk-l,""
BBBP,153,fdisk-l,"    Device Boot      Start         End      Blocks   Id  System"
BBBP,154,fdisk-l,"ddev/xvdn1   *           1       73276   104856896   8e  Linux LVM"
BBBP,155,fdisk-l,""
BBBP,156,fdisk-l,"Disk /dev/xvdo: 107.4 GB, 107374510080 bytes"
BBBP,157,fdisk-l,"53 heads, 54 sectors/track, 73275 cylinders"
BBBP,158,fdisk-l,"Units = cylinders of 2862 * 512 = 1465344 bytes"
BBBP,159,fdisk-l,"Sector size (logical/physical): 512 bytes / 512 bytes"
BBBP,160,fdisk-l,"I/O size (minimum/optimal): 512 bytes / 512 bytes"
BBBP,161,fdisk-l,"Disk identifier: 0x0006f32e"
BBBP,162,fdisk-l,""
BBBP,163,fdisk-l,"    Device Boot      Start         End      Blocks   Id  System"
BBBP,164,fdisk-l,"ddev/xvdo1   *           1       73276   104856896   8e  Linux LVM"
BBBP,165,fdisk-l,""
BBBP,166,fdisk-l,"Disk /dev/xvdp: 107.4 GB, 107374510080 bytes"
BBBP,167,fdisk-l,"53 heads, 54 sectors/track, 73275 cylinders"
BBBP,168,fdisk-l,"Units = cylinders of 2862 * 512 = 1465344 bytes"
BBBP,169,fdisk-l,"Sector size (logical/physical): 512 bytes / 512 bytes"
BBBP,170,fdisk-l,"I/O size (minimum/optimal): 512 bytes / 512 bytes"
BBBP,171,fdisk-l,"Disk identifier: 0x000ac30b"
BBBP,172,fdisk-l,""
BBBP,173,fdisk-l,"    Device Boot      Start         End      Blocks   Id  System"
BBBP,174,fdisk-l,"ddev/xvdp1   *           1       73276   104856896   8e  Linux LVM"
BBBP,175,fdisk-l,""
BBBP,176,fdisk-l,"Disk /dev/xvdq: 107.4 GB, 107374510080 bytes"
BBBP,177,fdisk-l,"53 heads, 54 sectors/track, 73275 cylinders"
BBBP,178,fdisk-l,"Units = cylinders of 2862 * 512 = 1465344 bytes"
BBBP,179,fdisk-l,"Sector size (logical/physical): 512 bytes / 512 bytes"
BBBP,180,fdisk-l,"I/O size (minimum/optimal): 512 bytes / 512 bytes"
BBBP,181,fdisk-l,"Disk identifier: 0xe36f1dbc"
BBBP,182,fdisk-l,""
BBBP,183,fdisk-l,"    Device Boot      Start         End      Blocks   Id  System"
BBBP,184,fdisk-l,"ddev/xvdq1               1       73276   104856896   8e  Linux LVM"
BBBP,185,fdisk-l,""
BBBP,186,fdisk-l,"Disk /dev/xvdr: 107.4 GB, 107374510080 bytes"
BBBP,187,fdisk-l,"53 heads, 54 sectors/track, 73275 cylinders"
BBBP,188,fdisk-l,"Units = cylinders of 2862 * 512 = 1465344 bytes"
BBBP,189,fdisk-l,"Sector size (logical/physical): 512 bytes / 512 bytes"
BBBP,190,fdisk-l,"I/O size (minimum/optimal): 512 bytes / 512 bytes"
BBBP,191,fdisk-l,"Disk identifier: 0xefd5930f"
BBBP,192,fdisk-l,""
BBBP,193,fdisk-l,"    Device Boot      Start         End      Blocks   Id  System"
BBBP,194,fdisk-l,"ddev/xvdr1               1       73276   104856896   8e  Linux LVM"
BBBP,195,fdisk-l,""
BBBP,196,fdisk-l,"Disk /dev/xvdv: 107.4 GB, 107374510080 bytes"
BBBP,197,fdisk-l,"53 heads, 54 sectors/track, 73275 cylinders"
BBBP,198,fdisk-l,"Units = cylinders of 2862 * 512 = 1465344 bytes"
BBBP,199,fdisk-l,"Sector size (logical/physical): 512 bytes / 512 bytes"
BBBP,200,fdisk-l,"I/O size (minimum/optimal): 512 bytes / 512 bytes"
BBBP,201,fdisk-l,"Disk identifier: 0x00003efd"
BBBP,202,fdisk-l,""
BBBP,203,fdisk-l,"    Device Boot      Start         End      Blocks   Id  System"
BBBP,204,fdisk-l,"ddev/xvdv1   *           1       73276   104856896   8e  Linux LVM"
BBBP,205,fdisk-l,""
BBBP,206,fdisk-l,"Disk /dev/xvdw: 107.4 GB, 107374510080 bytes"
BBBP,207,fdisk-l,"53 heads, 54 sectors/track, 73275 cylinders"
BBBP,208,fdisk-l,"Units = cylinders of 2862 * 512 = 1465344 bytes"
BBBP,209,fdisk-l,"Sector size (logical/physical): 512 bytes / 512 bytes"
BBBP,210,fdisk-l,"I/O size (minimum/optimal): 512 bytes / 512 bytes"
BBBP,211,fdisk-l,"Disk identifier: 0x00015da1"
BBBP,212,fdisk-l,""
BBBP,213,fdisk-l,"    Device Boot      Start         End      Blocks   Id  System"
BBBP,214,fdisk-l,"ddev/xvdw1   *           1       73276   104856896   8e  Linux LVM"
BBBP,215,fdisk-l,""
BBBP,216,fdisk-l,"Disk /dev/xvdx: 107.4 GB, 107374510080 bytes"
BBBP,217,fdisk-l,"53 heads, 54 sectors/track, 73275 cylinders"
